plot,grid_cell,Species,Chamber size class,ID,timepoint,condition,collection_date,start_time,end_time,Rounded time,timezone,Temperature_F,Temperature_C,flux_CO2_ppm_ss,flux_CH4_ppb_s,flux_CO2_ppm_min,flux_CH4_ppm_min,notes,instrument,personnel,Length (cm),Width (cm),Height (cm),Surface Area (cm2),Volume (cm3),SA:Volume Ratio,Quantity,Surface Area of Tree Covered (cm2),Volume (L),Surface Area of Tree Covered (m2),flux_CO2_umol_m2_min,flux_CH4_nmol_m2_min,flux_CO2_umol_m2_min_MEAN,flux_CO2_umol_m2_min_SE,flux_CO2_umol_m2_min_SE1,flux_CO2_umol_m2_min_SE2,flux_CH4_nmol_m2_min_MEAN,flux_CH4_nmol_m2_min_SE,flux_CH4_nmol_m2_min_SE1,flux_CH4_nmol_m2_min_SE2,Note
Freshwater,G3,Red Maple,BC,F9,T2,flooded,6/6/23,14:19,14:24,14:00,EDT,82,27.77777778,0.577,0,34.62,0,,TG10-01448,"Kaizad Patel, Vanessa Bailey",28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,79.91420916,0,,,,,,,,,
Freshwater,G3,Red Maple,BC,F9,T3A,flooded,6/7/23,9:00,9:06,9:00,EDT,72,22.22222222,0.428,0.004,25.68,0.00024,,TG10-01448,"Kaizad Patel, Julia",28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,60.39271993,0.564417943,,,,,,,,,
Freshwater,G3,Red Maple,BC,F9,T3B,flooded,6/7/23,14:58,15:05,15:00,EDT,79,26.11111111,0.569,0.001,34.14,0.00006,,TG10-01448,Kaizad Patel,28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,79.24510647,0.139270837,,,,,,,,,
Freshwater,G3,Red Maple,BC,F9,T4,post-flood,6/8/23,13:50,13:55,14:00,EDT,79,26.11111111,0.555,0.001,33.3,0.00006,,TG10-01464,Kaizad Patel,28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,77.29531475,0.139270837,,,,,,,,,
Freshwater,G3,Red Maple,BC,F9,T5,post-flood,6/9/23,10:39,10:44,11:00,EDT,74,23.33333333,0.461,0,27.66,0,,TG10-01448,"Kaizad Patel, Cooper Norris",28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,64.80538747,0,,,,,,,,,
Estuarine,F6,Red Maple,BC,S11,T0,pre-flood,6/4/23,15:57,16:01,16:00,EDT,78,25.55555556,0.544,0.012,32.64,0.00072,,TG10-01028,Nick W,28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,75.90424601,1.674358368,,,,,,,,,
Estuarine,F6,Red Maple,BC,S11,T1,pre-flood,6/5/23,14:34,14:39,15:00,EDT,81,27.22222222,0.651,0.014,39.06,0.00084,,TG10-01028,Nick W,28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,90.32993379,1.942579221,,,,,,,,,
Estuarine,F6,Red Maple,BC,S11,T2,flooded,6/6/23,13:03,13:08,13:00,EDT,82,27.77777778,0.533,0.588,31.98,0.03528,1/3 - 1/2 flooded,TG10-01028,Nick W,28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,73.82023134,81.43770362,,,,,,,,,
Estuarine,F6,Red Maple,BC,S11,T3A,flooded,6/7/23,10:40,10:45,11:00,EDT,76,24.44444444,0.55,0.019,33,0.00114,,TG10-01028,Nick W,28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,77.0279502,2.660965552,,,,,,,,,
Estuarine,F6,Red Maple,BC,S11,T3B,flooded,6/7/23,13:28,13:33,13:00,EDT,78,25.55555556,0.678,0.019,40.68,0.00114,,TG10-01028,Nick W,28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,94.60124779,2.651067416,,,,,,,,,
Estuarine,F6,Red Maple,BC,S11,T4,post-flood,6/8/23,13:45,13:50,14:00,EDT,79,26.11111111,0.668,0.019,40.08,0.00114,,TG10-01044,"Nick W, Cooper Norris",28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,93.03291937,2.64614591,,,,,,,,,
Estuarine,F6,Red Maple,BC,S11,T5,post-flood,6/9/23,11:01,11:06,11:00,EDT,74,23.33333333,0.521,0.021,31.26,0.00126,,TG10-01028,Nick W,28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,73.23992813,2.952089234,,,,,,,,,
Estuarine,F4,Red Maple,BC,S12,T0,pre-flood,6/4/23,14:44,14:48,15:00,EDT,76,24.44444444,0.511,0.008,30.66,0.00048,,TG10-01028,Nick W,28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,71.56596828,1.120406548,,,,,,,,,
Estuarine,F4,Red Maple,BC,S12,T1,pre-flood,6/5/23,14:48,14:53,15:00,EDT,81,27.22222222,0.588,0.01,35.28,0.0006,,TG10-01028,Nick W,28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,81.5883273,1.387556587,,,,,,,,,
Estuarine,F4,Red Maple,BC,S12,T2,flooded,6/6/23,14:35,14:40,15:00,EDT,82,27.77777778,0.601,0.008,36.06,0.00048,,TG10-01028,Nick W,28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,83.23819707,1.107995968,,,,,,,,,
Estuarine,F4,Red Maple,BC,S12,T3A,flooded,6/7/23,9:00,9:05,9:00,EDT,72,22.22222222,0.397,0.008,23.82,0.00048,,TG10-01028,Nick W,28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,56.01848087,1.128835887,,,,,,,,,
Estuarine,F4,Red Maple,BC,S12,T3B,flooded,6/7/23,15:29,15:34,15:00,EDT,79,26.11111111,0.66,0.009,39.6,0.00054,,TG10-01028,Nick W,28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,91.91875267,1.253437536,,,,,,,,,
Estuarine,F4,Red Maple,BC,S12,T4,post-flood,6/8/23,12:49,12:54,13:00,EDT,78,25.55555556,0.59,0.008,35.4,0.00048,,TG10-01045,"Nick W, Cooper Norris",28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,82.32261976,1.116238912,,,,,,,,,
Estuarine,F4,Red Maple,BC,S12,T5,post-flood,6/9/23,12:04,12:09,12:00,EDT,74,23.33333333,0.518,0.008,31.08,0.00048,,TG10-01028,Nick W,28,15,5.7,1330.2,2394,0.555639098,24,420,2.394,0.042,72.8182011,1.124605422,,,,,,,,,
Control,A1,Red Maple,4,C19,T0,pre-flood,6/4/23,15:01,15:06,15:00,EDT,76,24.44444444,0.108,0.067,6.48,0.00402,Louise #5 check data,TG10-01286,KAM,28,10.5,5,973,1470,0.661904762,10,294,1.47,0.0294,13.26797228,8.23105688,,,,,,,,,
Control,A1,Red Maple,4,C19,T1,pre-flood,6/5/23,14:23,14:28,14:00,EDT,80,26.66666667,0.124,0.082,7.44,0.00492,,TG10-01286,"Cooper Norris, Vanessa Bailey",28,10.5,5,973,1470,0.661904762,10,294,1.47,0.0294,15.12068734,9.999164209,,,,,,,,,
Control,A1,Red Maple,4,C19,T2,flooded,6/6/23,13:56,14:02,14:00,EDT,82,27.77777778,0.121,0.085,7.26,0.0051,,TG10-01286,"Cooper Norris, Kendal",28,10.5,5,973,1470,0.661904762,10,294,1.47,0.0294,14.7003851,10.3267168,,,,,,,,,
Control,A1,Red Maple,4,C19,T3A,flooded,6/7/23,10:03,10:08,10:00,EDT,74,23.33333333,0.105,0.097,6.3,0.00582,,TG10-01286,"Cooper Norris, Vanessa Bailey",28,10.5,5,973,1470,0.661904762,10,294,1.47,0.0294,12.9477598,11.96126381,,,,,,,,,
Control,A1,Red Maple,4,C19,T3B,flooded,6/7/23,15:07,15:12,15:00,EDT,79,26.11111111,0.129,0.094,7.74,0.00564,,TG10-01286,"KAM, CGN",28,10.5,5,973,1470,0.661904762,10,294,1.47,0.0294,15.75959476,11.48373571,,,,,,,,,
Control,A1,Red Maple,4,C19,T4,post-flood,6/8/23,13:45,13:50,14:00,EDT,79,26.11111111,0.123,0.08,7.38,0.0048,,TG10-01286,KAM,28,10.5,5,973,1470,0.661904762,10,294,1.47,0.0294,15.02659035,9.773392097,,,,,,,,,
Control,A1,Red Maple,4,C19,T5,post-flood,6/9/23,10:54,10:59,11:00,EDT,74,23.33333333,0.086,0.064,5.16,0.00384,,TG10-01286,KAM,28,10.5,5,973,1470,0.661904762,10,294,1.47,0.0294,10.60483183,7.891967877,,,,,,,,,
